TimeInterval,GantryID,Direction,VehicleType,交通量
2024-02-27 13:35,彰化-彰化系統,北上,大貨車,48
2024-02-27 13:35,彰化-彰化系統,北上,聯結車,26
2024-02-27 13:35,彰化系統-彰化,南下,小客車,193
2024-02-27 13:35,彰化系統-彰化,南下,小貨車,98
2024-02-27 13:35,彰化系統-彰化,南下,大客車,5
2024-02-27 13:35,彰化系統-彰化,南下,大貨車,48
2024-02-27 13:35,彰化系統-彰化,南下,聯結車,24
2024-02-27 13:35,埔鹽系統-彰化,北上,小客車,191
2024-02-27 13:35,埔鹽系統-彰化,北上,小貨車,88
2024-02-27 13:35,埔鹽系統-彰化,北上,大客車,2
2024-02-27 13:35,埔鹽系統-彰化,北上,大貨車,28
2024-02-27 13:35,埔鹽系統-彰化,北上,聯結車,28
2024-02-27 13:35,彰化-埔鹽系統,南下,小客車,178
2024-02-27 13:35,彰化-埔鹽系統,南下,小貨車,86
2024-02-27 13:35,彰化-埔鹽系統,南下,大客車,5
2024-02-27 13:35,彰化-埔鹽系統,南下,大貨車,34
2024-02-27 13:35,彰化-埔鹽系統,南下,聯結車,22
2024-02-27 13:35,員林-埔鹽系統,北上,小客車,177
2024-02-27 13:35,員林-埔鹽系統,北上,小貨車,77
2024-02-27 13:35,員林-埔鹽系統,北上,大客車,3
2024-02-27 13:35,員林-埔鹽系統,北上,大貨車,32
2024-02-27 13:35,員林-埔鹽系統,北上,聯結車,27
2024-02-27 13:35,埔鹽系統-員林,南下,小客車,174
2024-02-27 13:35,埔鹽系統-員林,南下,小貨車,75
2024-02-27 13:35,埔鹽系統-員林,南下,大客車,5
2024-02-27 13:35,埔鹽系統-員林,南下,大貨車,26
2024-02-27 13:35,埔鹽系統-員林,南下,聯結車,25
2024-02-27 13:35,北斗-員林,北上,小客車,172
2024-02-27 13:35,北斗-員林,北上,小貨車,64
2024-02-27 13:35,北斗-員林,北上,大客車,3
2024-02-27 13:35,北斗-員林,北上,大貨車,34
2024-02-27 13:35,北斗-員林,北上,聯結車,22
2024-02-27 13:35,員林-北斗,南下,小客車,157
2024-02-27 13:35,員林-北斗,南下,小貨車,51
2024-02-27 13:35,員林-北斗,南下,大客車,6
2024-02-27 13:35,員林-北斗,南下,大貨車,30
2024-02-27 13:35,員林-北斗,南下,聯結車,34
2024-02-27 13:35,西螺-北斗,北上,小客車,155
2024-02-27 13:35,西螺-北斗,北上,小貨車,57
2024-02-27 13:35,西螺-北斗,北上,大客車,3
2024-02-27 13:35,西螺-北斗,北上,大貨車,31
2024-02-27 13:35,西螺-北斗,北上,聯結車,22
2024-02-27 13:35,北斗-西螺,南下,小客車,130
2024-02-27 13:35,北斗-西螺,南下,小貨車,61
2024-02-27 13:35,北斗-西螺,南下,大客車,2
2024-02-27 13:35,北斗-西螺,南下,大貨車,28
2024-02-27 13:35,北斗-西螺,南下,聯結車,23
2024-02-27 13:35,虎尾-西螺,北上,小客車,122
2024-02-27 13:35,虎尾-西螺,北上,小貨車,47
2024-02-27 13:35,虎尾-西螺,北上,大客車,8
2024-02-27 13:35,虎尾-西螺,北上,大貨車,33
2024-02-27 13:35,虎尾-西螺,北上,聯結車,25
2024-02-27 13:35,西螺-虎尾,南下,小客車,157
2024-02-27 13:35,西螺-虎尾,南下,小貨車,66
2024-02-27 13:35,西螺-虎尾,南下,大客車,6
2024-02-27 13:35,西螺-虎尾,南下,大貨車,43
2024-02-27 13:35,西螺-虎尾,南下,聯結車,42
2024-02-27 13:35,斗南-虎尾,北上,小客車,132
2024-02-27 13:35,斗南-虎尾,北上,小貨車,57
2024-02-27 13:35,斗南-虎尾,北上,大客車,4
2024-02-27 13:35,斗南-虎尾,北上,大貨車,38
2024-02-27 13:35,斗南-虎尾,北上,聯結車,25
2024-02-27 13:35,虎尾-斗南,南下,小客車,135
2024-02-27 13:35,虎尾-斗南,南下,小貨車,59
2024-02-27 13:35,虎尾-斗南,南下,大客車,1
2024-02-27 13:35,虎尾-斗南,南下,大貨車,38
2024-02-27 13:35,虎尾-斗南,南下,聯結車,25
2024-02-27 13:35,雲林系統-斗南,北上,小客車,135
2024-02-27 13:35,雲林系統-斗南,北上,小貨車,66
2024-02-27 13:35,雲林系統-斗南,北上,大客車,4
2024-02-27 13:35,雲林系統-斗南,北上,大貨車,30
2024-02-27 13:35,雲林系統-斗南,北上,聯結車,16
2024-02-27 13:35,斗南-雲林系統,南下,小客車,137
2024-02-27 13:35,斗南-雲林系統,南下,小貨車,50
2024-02-27 13:35,斗南-雲林系統,南下,大客車,2
2024-02-27 13:35,斗南-雲林系統,南下,大貨車,42
2024-02-27 13:35,斗南-雲林系統,南下,聯結車,31
2024-02-27 13:35,大林-雲林系統,北上,小客車,152
2024-02-27 13:35,大林-雲林系統,北上,小貨車,64
2024-02-27 13:35,大林-雲林系統,北上,大客車,5
2024-02-27 13:35,大林-雲林系統,北上,大貨車,24
2024-02-27 13:35,大林-雲林系統,北上,聯結車,19
2024-02-27 13:35,雲林系統-大林,南下,小客車,115
2024-02-27 13:35,雲林系統-大林,南下,小貨車,45
2024-02-27 13:35,雲林系統-大林,南下,大客車,0
2024-02-27 13:35,雲林系統-大林,南下,大貨車,20
2024-02-27 13:35,雲林系統-大林,南下,聯結車,32
2024-02-27 13:35,民雄-大林,北上,小客車,158
2024-02-27 13:35,民雄-大林,北上,小貨車,57
2024-02-27 13:35,民雄-大林,北上,大客車,4
2024-02-27 13:35,民雄-大林,北上,大貨車,30
2024-02-27 13:35,民雄-大林,北上,聯結車,21
2024-02-27 13:35,大林-民雄,南下,小客車,124
2024-02-27 13:35,大林-民雄,南下,小貨車,50
2024-02-27 13:35,大林-民雄,南下,大客車,2
2024-02-27 13:35,大林-民雄,南下,大貨車,29
2024-02-27 13:35,大林-民雄,南下,聯結車,36
2024-02-27 13:35,嘉義-民雄,北上,小客車,116
2024-02-27 13:35,嘉義-民雄,北上,小貨車,61
2024-02-27 13:35,嘉義-民雄,北上,大客車,3
2024-02-27 13:35,嘉義-民雄,北上,大貨車,26
2024-02-27 13:35,嘉義-民雄,北上,聯結車,18
2024-02-27 13:35,民雄-嘉義,南下,小客車,133
2024-02-27 13:35,民雄-嘉義,南下,小貨車,53
2024-02-27 13:35,民雄-嘉義,南下,大客車,5
2024-02-27 13:35,民雄-嘉義,南下,大貨車,22
2024-02-27 13:35,民雄-嘉義,南下,聯結車,33
2024-02-27 13:35,水上-嘉義,北上,小客車,127
2024-02-27 13:35,水上-嘉義,北上,小貨車,53
2024-02-27 13:35,水上-嘉義,北上,大客車,2
2024-02-27 13:35,水上-嘉義,北上,大貨車,26
2024-02-27 13:35,水上-嘉義,北上,聯結車,23
2024-02-27 13:35,嘉義-水上,南下,小客車,97
2024-02-27 13:35,嘉義-水上,南下,小貨車,55
2024-02-27 13:35,嘉義-水上,南下,大客車,1
2024-02-27 13:35,嘉義-水上,南下,大貨車,24
2024-02-27 13:35,嘉義-水上,南下,聯結車,31
2024-02-27 13:35,嘉義系統-水上,北上,小客車,138
2024-02-27 13:35,嘉義系統-水上,北上,小貨車,41
2024-02-27 13:35,嘉義系統-水上,北上,大客車,2
2024-02-27 13:35,嘉義系統-水上,北上,大貨車,26
2024-02-27 13:35,嘉義系統-水上,北上,聯結車,26
2024-02-27 13:35,水上-嘉義系統,南下,小客車,114
2024-02-27 13:35,水上-嘉義系統,南下,小貨車,52
2024-02-27 13:35,水上-嘉義系統,南下,大客車,1
2024-02-27 13:35,水上-嘉義系統,南下,大貨車,18
2024-02-27 13:35,水上-嘉義系統,南下,聯結車,48
2024-02-27 13:35,新營服務區-嘉義系統,北上,小客車,105
2024-02-27 13:35,新營服務區-嘉義系統,北上,小貨車,55
2024-02-27 13:35,新營服務區-嘉義系統,北上,大客車,1
2024-02-27 13:35,新營服務區-嘉義系統,北上,大貨車,22
2024-02-27 13:35,新營服務區-嘉義系統,北上,聯結車,16
2024-02-27 13:35,嘉義系統-新營服務區,南下,小客車,110
2024-02-27 13:35,嘉義系統-新營服務區,南下,小貨車,38
2024-02-27 13:35,嘉義系統-新營服務區,南下,大客車,2
2024-02-27 13:35,嘉義系統-新營服務區,南下,大貨車,29
2024-02-27 13:35,嘉義系統-新營服務區,南下,聯結車,27
2024-02-27 13:35,新營-新營服務區,北上,小客車,99
2024-02-27 13:35,新營-新營服務區,北上,小貨車,48
2024-02-27 13:35,新營-新營服務區,北上,大客車,1
2024-02-27 13:35,新營-新營服務區,北上,大貨車,21
2024-02-27 13:35,新營-新營服務區,北上,聯結車,21
2024-02-27 13:35,新營服務區-新營,南下,小客車,107
2024-02-27 13:35,新營服務區-新營,南下,小貨車,37
2024-02-27 13:35,新營服務區-新營,南下,大客車,3
2024-02-27 13:35,新營服務區-新營,南下,大貨車,31
2024-02-27 13:35,新營服務區-新營,南下,聯結車,29
2024-02-27 13:35,下營系統-新營,北上,小客車,130
2024-02-27 13:35,下營系統-新營,北上,小貨車,68
2024-02-27 13:35,下營系統-新營,北上,大客車,5
2024-02-27 13:35,下營系統-新營,北上,大貨車,26
2024-02-27 13:35,下營系統-新營,北上,聯結車,14
2024-02-27 13:35,新營-下營系統,南下,小客車,131
2024-02-27 13:35,新營-下營系統,南下,小貨車,60
2024-02-27 13:35,新營-下營系統,南下,大客車,6
2024-02-27 13:35,新營-下營系統,南下,大貨車,17
2024-02-27 13:35,新營-下營系統,南下,聯結車,46
2024-02-27 13:35,麻豆-下營系統,北上,小客車,130
2024-02-27 13:35,麻豆-下營系統,北上,小貨車,67
2024-02-27 13:35,麻豆-下營系統,北上,大客車,3
2024-02-27 13:35,麻豆-下營系統,北上,大貨車,31
2024-02-27 13:35,麻豆-下營系統,北上,聯結車,19
2024-02-27 13:35,下營系統-麻豆,南下,小客車,169
2024-02-27 13:35,下營系統-麻豆,南下,小貨車,60
2024-02-27 13:35,下營系統-麻豆,南下,大客車,3
2024-02-27 13:35,下營系統-麻豆,南下,大貨車,29
2024-02-27 13:35,下營系統-麻豆,南下,聯結車,41
2024-02-27 13:35,安定-麻豆,北上,小客車,169
2024-02-27 13:35,安定-麻豆,北上,小貨車,73
2024-02-27 13:35,安定-麻豆,北上,大客車,5
2024-02-27 13:35,安定-麻豆,北上,大貨車,29
2024-02-27 13:35,安定-麻豆,北上,聯結車,20
2024-02-27 13:35,麻豆-安定,南下,小客車,151
2024-02-27 13:35,麻豆-安定,南下,小貨車,69
2024-02-27 13:35,麻豆-安定,南下,大客車,6
2024-02-27 13:35,麻豆-安定,南下,大貨車,37
2024-02-27 13:35,麻豆-安定,南下,聯結車,52
2024-02-27 13:35,台南系統-安定,北上,小客車,147
2024-02-27 13:35,台南系統-安定,北上,小貨車,62
2024-02-27 13:35,台南系統-安定,北上,大客車,9
2024-02-27 13:35,台南系統-安定,北上,大貨車,25
2024-02-27 13:35,台南系統-安定,北上,聯結車,39
2024-02-27 13:35,安定-台南系統,南下,小客車,145
2024-02-27 13:35,安定-台南系統,南下,小貨車,87
2024-02-27 13:35,安定-台南系統,南下,大客車,3
2024-02-27 13:35,安定-台南系統,南下,大貨車,35
2024-02-27 13:35,安定-台南系統,南下,聯結車,55
2024-02-27 13:35,永康-台南系統,北上,小客車,188
2024-02-27 13:35,永康-台南系統,北上,小貨車,88
2024-02-27 13:35,永康-台南系統,北上,大客車,7
2024-02-27 13:35,永康-台南系統,北上,大貨車,25
2024-02-27 13:35,永康-台南系統,北上,聯結車,26
2024-02-27 13:35,台南系統-永康,南下,小客車,229
2024-02-27 13:35,台南系統-永康,南下,小貨車,108
2024-02-27 13:35,台南系統-永康,南下,大客車,4
2024-02-27 13:35,台南系統-永康,南下,大貨車,32
2024-02-27 13:35,台南系統-永康,南下,聯結車,36
2024-02-27 13:35,大灣-永康,北上,小客車,186
2024-02-27 13:35,大灣-永康,北上,小貨車,109
2024-02-27 13:35,大灣-永康,北上,大客車,2
2024-02-27 13:35,大灣-永康,北上,大貨車,23
2024-02-27 13:35,大灣-永康,北上,聯結車,28
2024-02-27 13:35,永康-大灣,南下,小客車,225
2024-02-27 13:35,永康-大灣,南下,小貨車,122
2024-02-27 13:35,永康-大灣,南下,大客車,1
2024-02-27 13:35,永康-大灣,南下,大貨車,30
2024-02-27 13:35,永康-大灣,南下,聯結車,48
2024-02-27 13:35,仁德-大灣,北上,小客車,149
2024-02-27 13:35,仁德-大灣,北上,小貨車,88
2024-02-27 13:35,仁德-大灣,北上,大客車,2
2024-02-27 13:35,仁德-大灣,北上,大貨車,23
2024-02-27 13:35,仁德-大灣,北上,聯結車,29
2024-02-27 13:35,大灣-仁德,南下,小客車,156
2024-02-27 13:35,大灣-仁德,南下,小貨車,101
2024-02-27 13:35,大灣-仁德,南下,大客車,1
2024-02-27 13:35,大灣-仁德,南下,大貨車,28
2024-02-27 13:35,大灣-仁德,南下,聯結車,50
2024-02-27 13:35,仁德系統-仁德,北上,小客車,172
2024-02-27 13:35,仁德系統-仁德,北上,小貨車,97
2024-02-27 13:35,仁德系統-仁德,北上,大客車,2
2024-02-27 13:35,仁德系統-仁德,北上,大貨車,24
2024-02-27 13:35,仁德系統-仁德,北上,聯結車,22
2024-02-27 13:35,仁德-仁德系統,南下,小客車,163
2024-02-27 13:35,仁德-仁德系統,南下,小貨車,104
2024-02-27 13:35,仁德-仁德系統,南下,大客車,0
2024-02-27 13:35,仁德-仁德系統,南下,大貨車,23
2024-02-27 13:35,仁德-仁德系統,南下,聯結車,48
2024-02-27 13:35,路竹-仁德系統,北上,小客車,168
2024-02-27 13:35,路竹-仁德系統,北上,小貨車,88
2024-02-27 13:35,路竹-仁德系統,北上,大客車,3
2024-02-27 13:35,路竹-仁德系統,北上,大貨車,32
2024-02-27 13:35,路竹-仁德系統,北上,聯結車,21
2024-02-27 13:35,仁德系統-路竹,南下,小客車,187
2024-02-27 13:35,仁德系統-路竹,南下,小貨車,85
2024-02-27 13:35,仁德系統-路竹,南下,大客車,1
2024-02-27 13:35,仁德系統-路竹,南下,大貨車,37
2024-02-27 13:35,仁德系統-路竹,南下,聯結車,43
2024-02-27 13:35,高科-路竹,北上,小客車,163
2024-02-27 13:35,高科-路竹,北上,小貨車,81
2024-02-27 13:35,高科-路竹,北上,大客車,3
2024-02-27 13:35,高科-路竹,北上,大貨車,43
2024-02-27 13:35,高科-路竹,北上,聯結車,36
2024-02-27 13:35,路竹-高科,南下,小客車,180
2024-02-27 13:35,路竹-高科,南下,小貨車,96
2024-02-27 13:35,路竹-高科,南下,大客車,2
2024-02-27 13:35,路竹-高科,南下,大貨車,37
2024-02-27 13:35,路竹-高科,南下,聯結車,53
2024-02-27 13:35,岡山-高科,北上,小客車,194
2024-02-27 13:35,岡山-高科,北上,小貨車,105
2024-02-27 13:35,岡山-高科,北上,大客車,1
2024-02-27 13:35,岡山-高科,北上,大貨車,27
2024-02-27 13:35,岡山-高科,北上,聯結車,36
2024-02-27 13:35,高科-岡山,南下,小客車,163
2024-02-27 13:35,高科-岡山,南下,小貨車,90
2024-02-27 13:35,高科-岡山,南下,大客車,4
2024-02-27 13:35,高科-岡山,南下,大貨車,22
2024-02-27 13:35,高科-岡山,南下,聯結車,57
2024-02-27 13:35,01F3535N,北上,小客車,221
2024-02-27 13:35,01F3535N,北上,小貨車,105
2024-02-27 13:35,01F3535N,北上,大客車,5
2024-02-27 13:35,01F3535N,北上,大貨車,42
2024-02-27 13:35,01F3535N,北上,聯結車,50
2024-02-27 13:35,01F3535S,南下,小客車,220
2024-02-27 13:35,01F3535S,南下,小貨車,91
2024-02-27 13:35,01F3535S,南下,大客車,2
2024-02-27 13:35,01F3535S,南下,大貨車,35
2024-02-27 13:35,01F3535S,南下,聯結車,46
2024-02-27 13:35,楠梓(南)-楠梓(北),北上,小客車,176
2024-02-27 13:35,楠梓(南)-楠梓(北),北上,小貨車,81
2024-02-27 13:35,楠梓(南)-楠梓(北),北上,大客車,5
2024-02-27 13:35,楠梓(南)-楠梓(北),北上,大貨車,21
2024-02-27 13:35,楠梓(南)-楠梓(北),北上,聯結車,39
2024-02-27 13:35,楠梓(北)-楠梓(南),南下,小客車,159
2024-02-27 13:35,楠梓(北)-楠梓(南),南下,小貨車,72
2024-02-27 13:35,楠梓(北)-楠梓(南),南下,大客車,2
2024-02-27 13:35,楠梓(北)-楠梓(南),南下,大貨車,26
2024-02-27 13:35,楠梓(北)-楠梓(南),南下,聯結車,48
2024-02-27 13:35,鼎金系統-楠梓(南),北上,小客車,234
2024-02-27 13:35,鼎金系統-楠梓(南),北上,小貨車,107
2024-02-27 13:35,鼎金系統-楠梓(南),北上,大客車,2
2024-02-27 13:35,鼎金系統-楠梓(南),北上,大貨車,29
2024-02-27 13:35,鼎金系統-楠梓(南),北上,聯結車,50
2024-02-27 13:35,楠梓(南)-鼎金系統,南下,小客車,239
2024-02-27 13:35,楠梓(南)-鼎金系統,南下,小貨車,104
2024-02-27 13:35,楠梓(南)-鼎金系統,南下,大客車,2
2024-02-27 13:35,楠梓(南)-鼎金系統,南下,大貨車,31
2024-02-27 13:35,楠梓(南)-鼎金系統,南下,聯結車,54
2024-02-27 13:35,高雄(北)-鼎金系統,北上,小客車,285
2024-02-27 13:35,高雄(北)-鼎金系統,北上,小貨車,128
2024-02-27 13:35,高雄(北)-鼎金系統,北上,大客車,2
2024-02-27 13:35,高雄(北)-鼎金系統,北上,大貨車,32
2024-02-27 13:35,高雄(北)-鼎金系統,北上,聯結車,63
2024-02-27 13:35,鼎金系統-高雄(北),南下,小客車,336
2024-02-27 13:35,鼎金系統-高雄(北),南下,小貨車,142
2024-02-27 13:35,鼎金系統-高雄(北),南下,大客車,0
2024-02-27 13:35,鼎金系統-高雄(北),南下,大貨車,45
2024-02-27 13:35,鼎金系統-高雄(北),南下,聯結車,64
2024-02-27 13:35,高雄(南)-高雄(北),北上,小客車,130
2024-02-27 13:35,高雄(南)-高雄(北),北上,小貨車,76
2024-02-27 13:35,高雄(南)-高雄(北),北上,大客車,3
2024-02-27 13:35,高雄(南)-高雄(北),北上,大貨車,24
2024-02-27 13:35,高雄(南)-高雄(北),北上,聯結車,63
2024-02-27 13:35,高雄(北)-高雄(南),南下,小客車,147
2024-02-27 13:35,高雄(北)-高雄(南),南下,小貨車,89
2024-02-27 13:35,高雄(北)-高雄(南),南下,大客車,0
2024-02-27 13:35,高雄(北)-高雄(南),南下,大貨車,41
2024-02-27 13:35,高雄(北)-高雄(南),南下,聯結車,61
2024-02-27 13:35,高雄(南)-瑞隆路南下出口匝道,南下,小客車,242
2024-02-27 13:35,高雄(南)-瑞隆路南下出口匝道,南下,小貨車,125
2024-02-27 13:35,高雄(南)-瑞隆路南下出口匝道,南下,大客車,3
2024-02-27 13:35,高雄(南)-瑞隆路南下出口匝道,南下,大貨車,44
2024-02-27 13:35,高雄(南)-瑞隆路南下出口匝道,南下,聯結車,67
2024-02-27 13:35,五甲系統-高雄(南),北上,小客車,211
2024-02-27 13:35,五甲系統-高雄(南),北上,小貨車,104
2024-02-27 13:35,五甲系統-高雄(南),北上,大客車,3
2024-02-27 13:35,五甲系統-高雄(南),北上,大貨車,36
2024-02-27 13:35,五甲系統-高雄(南),北上,聯結車,68
2024-02-27 13:35,高雄端(南)-高雄端(北),北上,小客車,14
2024-02-27 13:35,高雄端(南)-高雄端(北),北上,小貨車,8
2024-02-27 13:35,高雄端(南)-高雄端(北),北上,大客車,1
2024-02-27 13:35,高雄端(南)-高雄端(北),北上,大貨車,4
2024-02-27 13:35,高雄端(南)-高雄端(北),北上,聯結車,38
2024-02-27 13:35,高雄端(北)-高雄端(南),南下,小客車,14
2024-02-27 13:35,高雄端(北)-高雄端(南),南下,小貨車,4
2024-02-27 13:35,高雄端(北)-高雄端(南),南下,大客車,0
2024-02-27 13:35,高雄端(北)-高雄端(南),南下,大貨車,3
2024-02-27 13:35,高雄端(北)-高雄端(南),南下,聯結車,26
2024-02-27 13:35,汐止&汐止系統-堤頂,南下,小客車,88
2024-02-27 13:35,汐止&汐止系統-堤頂,南下,小貨車,44
2024-02-27 13:35,汐止&汐止系統-堤頂,南下,大客車,0
2024-02-27 13:35,汐止&汐止系統-堤頂,南下,大貨車,0
2024-02-27 13:35,汐止&汐止系統-堤頂,南下,聯結車,0
2024-02-27 13:35,堤頂-汐止&汐止系統,北上,小客車,93
2024-02-27 13:35,堤頂-汐止&汐止系統,北上,小貨車,38
2024-02-27 13:35,堤頂-汐止&汐止系統,北上,大客車,1
2024-02-27 13:35,堤頂-汐止&汐止系統,北上,大貨車,1
2024-02-27 13:35,堤頂-汐止&汐止系統,北上,聯結車,0
2024-02-27 13:35,下塔悠北上出口匝道-堤頂,北上,小客車,145
2024-02-27 13:35,下塔悠北上出口匝道-堤頂,北上,小貨車,64
2024-02-27 13:35,下塔悠北上出口匝道-堤頂,北上,大客車,2
2024-02-27 13:35,下塔悠北上出口匝道-堤頂,北上,大貨車,2
2024-02-27 13:35,下塔悠北上出口匝道-堤頂,北上,聯結車,0
2024-02-27 13:35,堤頂-環北,南下,小客車,152
2024-02-27 13:35,堤頂-環北,南下,小貨車,59
2024-02-27 13:35,堤頂-環北,南下,大客車,2
2024-02-27 13:35,堤頂-環北,南下,大貨車,2
2024-02-27 13:35,堤頂-環北,南下,聯結車,1
2024-02-27 13:35,環北-下塔悠北上出口匝道,北上,小客車,183
2024-02-27 13:35,環北-下塔悠北上出口匝道,北上,小貨車,75
2024-02-27 13:35,環北-下塔悠北上出口匝道,北上,大客車,2
2024-02-27 13:35,環北-下塔悠北上出口匝道,北上,大貨車,1
2024-02-27 13:35,環北-下塔悠北上出口匝道,北上,聯結車,0
2024-02-27 13:35,五股轉接道-環北,北上,小客車,261
2024-02-27 13:35,五股轉接道-環北,北上,小貨車,114
2024-02-27 13:35,五股轉接道-環北,北上,大客車,4
2024-02-27 13:35,五股轉接道-環北,北上,大貨車,2
2024-02-27 13:35,五股轉接道-環北,北上,聯結車,0
2024-02-27 13:35,環北-五股轉接道,南下,小客車,242
2024-02-27 13:35,環北-五股轉接道,南下,小貨車,99
2024-02-27 13:35,環北-五股轉接道,南下,大客車,5
2024-02-27 13:35,環北-五股轉接道,南下,大貨車,1
2024-02-27 13:35,環北-五股轉接道,南下,聯結車,1
2024-02-27 13:35,泰山轉接道-五股轉接道,北上,小客車,102
2024-02-27 13:35,泰山轉接道-五股轉接道,北上,小貨車,26
2024-02-27 13:35,泰山轉接道-五股轉接道,北上,大客車,2
2024-02-27 13:35,泰山轉接道-五股轉接道,北上,大貨車,0
2024-02-27 13:35,泰山轉接道-五股轉接道,北上,聯結車,0
2024-02-27 13:35,五股轉接道-泰山轉接道,南下,小客車,76
2024-02-27 13:35,五股轉接道-泰山轉接道,南下,小貨車,28
2024-02-27 13:35,五股轉接道-泰山轉接道,南下,大客車,1
2024-02-27 13:35,五股轉接道-泰山轉接道,南下,大貨車,0
2024-02-27 13:35,五股轉接道-泰山轉接道,南下,聯結車,1
2024-02-27 13:35,機場系統-泰山轉接道,北上,小客車,193
2024-02-27 13:35,機場系統-泰山轉接道,北上,小貨車,66
2024-02-27 13:35,機場系統-泰山轉接道,北上,大客車,2
2024-02-27 13:35,機場系統-泰山轉接道,北上,大貨車,2
2024-02-27 13:35,機場系統-泰山轉接道,北上,聯結車,0
2024-02-27 13:35,泰山轉接道-機場系統,南下,小客車,149
2024-02-27 13:35,泰山轉接道-機場系統,南下,小貨車,65
2024-02-27 13:35,泰山轉接道-機場系統,南下,大客車,5
2024-02-27 13:35,泰山轉接道-機場系統,南下,大貨車,8
2024-02-27 13:35,泰山轉接道-機場系統,南下,聯結車,1
2024-02-27 13:35,中壢轉接道-機場系統,北上,小客車,159
2024-02-27 13:35,中壢轉接道-機場系統,北上,小貨車,65
2024-02-27 13:35,中壢轉接道-機場系統,北上,大客車,1
2024-02-27 13:35,中壢轉接道-機場系統,北上,大貨車,0
2024-02-27 13:35,中壢轉接道-機場系統,北上,聯結車,0
2024-02-27 13:35,機場系統-中壢轉接道,南下,小客車,105
2024-02-27 13:35,機場系統-中壢轉接道,南下,小貨車,51
2024-02-27 13:35,機場系統-中壢轉接道,南下,大客車,6
2024-02-27 13:35,機場系統-中壢轉接道,南下,大貨車,1
2024-02-27 13:35,機場系統-中壢轉接道,南下,聯結車,0
2024-02-27 13:35,楊梅端-中壢轉接道,北上,小客車,117
2024-02-27 13:35,楊梅端-中壢轉接道,北上,小貨車,44
2024-02-27 13:35,楊梅端-中壢轉接道,北上,大客車,0
2024-02-27 13:35,楊梅端-中壢轉接道,北上,大貨車,2
2024-02-27 13:35,楊梅端-中壢轉接道,北上,聯結車,0
2024-02-27 13:35,中壢轉接道-楊梅端,南下,小客車,94
2024-02-27 13:35,中壢轉接道-楊梅端,南下,小貨車,41
2024-02-27 13:35,中壢轉接道-楊梅端,南下,大客車,3
2024-02-27 13:35,中壢轉接道-楊梅端,南下,大貨車,1
2024-02-27 13:35,中壢轉接道-楊梅端,南下,聯結車,0
2024-02-27 13:35,萬芳-台北端,W,小客車,84
2024-02-27 13:35,萬芳-台北端,W,小貨車,27
2024-02-27 13:35,萬芳-台北端,W,大客車,3
2024-02-27 13:35,萬芳-台北端,W,大貨車,1
2024-02-27 13:35,萬芳-台北端,W,聯結車,1
2024-02-27 13:35,台北端-萬芳,E,小客車,70
2024-02-27 13:35,台北端-萬芳,E,小貨車,23
2024-02-27 13:35,台北端-萬芳,E,大客車,2
2024-02-27 13:35,台北端-萬芳,E,大貨車,3
2024-02-27 13:35,台北端-萬芳,E,聯結車,0
2024-02-27 13:35,木柵-萬芳,W,小客車,118
2024-02-27 13:35,木柵-萬芳,W,小貨車,30
2024-02-27 13:35,木柵-萬芳,W,大客車,2
2024-02-27 13:35,木柵-萬芳,W,大貨車,3
2024-02-27 13:35,木柵-萬芳,W,聯結車,2
2024-02-27 13:35,萬芳-木柵,E,小客車,119
